946016173,449472
991797127,498601
113072379,890966
678437753,369152
89441895,993337
408678749,648837
408678749,242642
337340236,22936
509319364,701501
912391463,777806
79206300,3737
312433680,942093
846306265,382233
993817265,181077
242423957,548570
609452270,24745
169053660,592596
201617795,775587
582297460,563063
910834098,442048
341468747,219005
990225720,197770
47366742,697397
351889130,19654
363940035,519427
371690260,767834
183464889,690783
273526941,248553
819802177,57686
759883982,959600
613654122,184037
875981144,951124
810934290,263922
458103895,318172
54064902,428532
602750495,452593
275332407,665396
42933009,716810
22027054,794714
165755411,692096
102010803,199619
854080548,695672
58703195,241716
384800173,848000
45491232,952487
328083568,118075
815807732,469206
534392581,264810
401917428,52322
242009019,244291
785138266,132854
635533779,92400
341711878,907650
623732405,48744
726016071,788240
738990072,396773
537630544,546614
198545516,596202
229031078,574029
819083099,886345
113072379,828237
770360044,928854
121748805,934399
284631038,683936
143218386,794595
290053458,659727
303971092,830939
688717950,25448
698959584,92572
545572800,685572
318008297,931690
458148375,923430
177548239,472476
398443720,544624
337340236,746767
592934900,576860
214798746,107501
767126704,23122
893038472,348993
512962391,119987
281460749,758558
190367515,259446
602475020,628340
726394830,25448
79325241,778365
545353660,389167
25568400,575202
994098952,468722
506854030,76970
662527277,914808
656943800,805275
532794809,704531
567654360,328404
870054657,674221
29939396,389167
284631038,913117
992142793,244676
398443720,775398
201752507,396852
529644321,122820
116284349,95978
445453147,775476
621862930,742295
745657477,139773
866417785,409982
835025754,303730
489463057,140616
261640861,479024
835025754,871579
423675684,942093
872827019,762883
13191098,961934
52316960,200282
147320098,396773
754994257,51394
673339756,128174
425732775,434566
160860819,171724
415636635,265050
163973480,785266
946016173,638498
996427307,232000
41590404,430831
819802177,655466
212966953,637907
615031656,607552
586441194,449262
33706661,698698
129035873,121305
996427307,672764
726413201,65206
663466323,552529
977796593,900215
819802177,575202
435954136,156678
398443720,889225
170709164,723448
826807333,957860
108185110,395466
704395733,930565
224256895,991827
718308464,244676
718687199,443760
581684941,133638
749657727,476894
255031270,51531
397508307,309523
998919685,275766
867334008,781435
267618576,544142
18571278,781435
674354586,570737
397337268,723448
200365842,289639
410888506,52175
465004373,384048
200365842,503525
83386297,220075
143218386,626948
57701131,445636
209844347,920256
509319364,487896
554172227,858448
553876470,36415
707985283,563063
845802604,862804
305532116,920256
69655472,209291
384800173,665418
805577153,89779
535059794,508494
458103895,416689
72633599,278794
132018667,345775
186120704,444598
134885618,520405
309858044,416689
484345576,337206
412138893,181441
255908614,382233
259975874,743080
198545516,848000
7688544,265050
337852622,428532
990321605,196845
415636635,627311
423675684,903014
47780760,70290
547505913,472791
767126704,852916
165895368,369152
372275751,29916
677483689,283228
325278337,449262
662527277,25448
102010803,678003
72505043,179964
123583167,563063
236561172,871846
312433680,348993
76899601,755502
477351327,762102
621862930,565720
80073512,141417
325890333,551803
538688906,497624
198545516,834812
779174088,823464
54544997,540546
4573702,42300
77842299,475075
54064902,514713
949624302,504258
504494283,152178
394783941,662672
583675110,777806
210832336,555044
366748735,935815
132018667,275766
969936607,513108
163973480,723448
617651046,306108
22027054,540546
999003252,890284
163014208,664174
707985283,416689
628442178,366522
831716952,851360
818150782,782887
932209406,947123
509745647,786514
832563405,444773
145644161,107501
831716952,794714
224256895,33087
835025754,555044
535059794,897451
497632089,30515
862162017,669045
544303995,109531
323478438,376973
471992477,379042
787752130,526287
304327031,935815
32321664,520405
992682901,22417
789809998,897451
594820514,494510
197227554,479382
264715601,36127
412225189,111970
321674429,318077
595363693,950376
86167623,544624
657555107,536737
404096306,390391
755627674,844429
660240574,665418
672013572,385032
271638465,961934
577539847,642924
760158414,628125
174328889,410018
169053660,229697
422644536,577091
471992477,665396
54544997,41506
637547508,293515
398273043,746767
869173211,273343
616829794,952487
35384150,40695
865011922,102692
200537048,509452
879355458,819358
755627674,415461
887268418,724614
965846864,849566
90484792,730980
811868644,611022
224096742,535215
917000425,57225
102010803,971853
544303995,144674
468199286,385717
693514919,913117
992624044,409982
663466323,142913
696028754,861348
738990072,255543
897349540,760824
35384150,143209
523767035,242642
572138294,151061
915645151,480019
401215033,31936
250500839,133638
718687199,84569
328083568,680060
224256895,530638
949624302,207064
756507866,251481
996427307,33087
147076315,830710
413620411,596202
528331141,475722
770705474,774654
586975114,409515
105565959,138631
447222798,640345
877696528,634687
169053660,373626
510991910,680600
267058152,25448
791399525,12603
870054657,772020
477351327,736298
520483572,44167
386996536,746767
983459641,647499
280553298,263922
962966132,585165
944978316,366522
850158434,478753
177548239,541279
154562615,663698
825838807,792664
534150716,747148
601046417,965839
363887812,439717
874109810,31936
818150782,87313
165205233,845724
779174088,316468
646848213,883586
998919685,817449
779183468,610565
471813193,3737
869173211,414319
54544997,42300
576713318,165338
672728928,113327
275332407,637907
304327031,259210
520483572,201913
527879306,199657
822538820,648798
326586686,415461
845802604,974087
954985180,141417
882032280,872091
3378681,425780
805577153,775398
915255667,509181
452673933,551573
145644161,166330
250995713,597760
160952754,278339
147320098,778365
565813798,618965
193587937,592853
832417540,873700
108398668,918299
408202121,29916
626157225,858448
869768941,252296
944978316,367843
415641453,342023
698959584,513946
412225189,41446
167546355,637907
539781614,947001
834771088,698202
83386297,245633
937523358,487536
544303995,951124
144075622,194960
119375498,206483
637333599,775587
421006996,57960
514142828,118075
467870992,610812
538322677,478956
360112604,22417
83386297,952487
861354657,913194
833658350,480019
996427307,150615
422644536,207064
978145724,808915
528331141,189884
802787213,113327
358426487,57960
723697629,342023
777579511,57799
161036449,627991
876178018,291454
423433687,628340
267058152,150703
567302657,828017
477900075,138183
776852977,77596
726413201,726654
876178018,741152
238988596,72485
581684941,628125
874584477,353744
953532057,695672
1241877,762102
149076090,22417
282006421,90438
127942351,324205
785138266,927874
309556456,583798
236155128,345775
539126424,163145
528331141,303730
484345576,142075
331766809,284548
81605556,153714
700875238,817449
143689754,747148
214221825,672764
510991910,551803
503927012,366522
126448682,442048
386996536,509452
111201217,475358
745497378,109531
851642035,848000
493745442,48568
371690260,278339
790809930,697157
866417785,812245
882032280,62700
544303995,573781
63522403,835187
335273544,430518
214798746,856221
702199660,626948
537588497,144674
822390573,769489
313354969,583798
22027054,642924
243624365,741217
656032089,514673
717812756,179649
535059794,937416
426501115,683936
802787213,383497
984855937,19654
688717950,704374
734777862,52974
160860819,283390
455982075,177604
752441412,22417
807717324,633963
558129451,648069
789809998,57686
174963935,532845
216139603,899537
337852622,546216
984855937,767834
990225720,209291
970447943,717515
679698120,260355
476781667,469085
594820514,610565
849102706,531128
372924894,806793
645080312,87295
554172227,616042
570954219,153863
230793902,455495
90058736,851360
295837521,497624
992624044,212134
472598342,628519
198545516,759672
348834180,167053
146427570,90438
868337462,163145
156268260,702729
936019629,142913
954985180,896643
678919557,618718
808131207,765875
293026843,520405
518888986,241209
619918011,937429
182780203,901105
717990064,878307
174668516,363830
108398668,423609
97684010,890966
789809998,683936
260061584,972098
216139603,629354
830508271,354108
726413201,241716
940130758,722693
303359536,320188
613513684,22984
131979180,773020
958159743,200282
832563405,665396
154562615,781435
331766809,126917
810934290,435114
538322677,549903
41590404,662672
968036537,739149
968036537,634012
134885618,13434
331411151,285571
767126704,138312
394783941,634705
372924894,628519
145644161,710595
416201420,196304
825838807,54073
526190993,575202
426170532,730980
881178050,873822
48044571,760824
412593233,116103
412225189,792480
437005802,259446
52316960,375809
339124519,664174
509745647,487896
790527717,786534
476781667,627308
913588977,181441
834246393,41506
787533627,62700
553757713,717515
298155975,697157
965810030,92453
532794809,971853
742888104,838398
668956012,903014
628442178,250152
955201059,513108
990225720,351466
936019629,293515
850218960,16387
576713318,501253
742888104,159736
475973566,626948
710002700,633551
228064594,60905
840533161,414319
351889130,39173
13191098,514713
647359913,220075
390900597,302419
313354969,855167
726016071,370702
423433687,479382
782583118,733628
996427307,756380
400668329,338773
343419244,725369
887685824,156678
174963935,952487
372924894,642924
577539847,439354
189822500,667966
297091032,634937
72505043,156597
360112604,709597
373599497,790021
200537048,783741
536503553,271020
288860596,309297
160028461,832601
852224535,153714
778684081,974087
887685824,278339
834246393,375766
437005802,302419
453913736,677595
434044305,858448
625034794,131798
647359913,886141
892621646,102087
567302657,565720
333637334,153996
190367515,140616
695039356,24745
186120704,382233
130363994,427536
784804833,207749
224256895,725369
831716952,263922
406849181,800399
905825088,856221
572138294,610565
663466323,680600
47780760,265172
3303267,772522
932859276,111970
996427307,367843
705246640,848000
482663903,455495
609452270,990488
836240183,138183
404642461,677177
806129464,657776
304418739,209291
453913736,73978
830255991,76839
424628885,680060
592339037,44147
318824989,44167
537588497,871846
994731293,573403
403140449,789404
649576694,373470
397337268,873700
115100696,67754
637333599,672764
83386297,715691
744376650,686457
723182179,478753
767126704,858448
197227554,768120
206120335,832965
506680695,627308
7688544,548570
978775163,646289
163683184,499991
868658669,180722
889260382,42689
282006421,18074
236155128,283160
434044305,727187
510991910,32134
714936248,616942
105565959,142075
994098952,165654
186120704,383480
506717948,492111
243624365,564487
766463979,513946
537547965,468722
744838354,564921
733008503,3737
7688544,871846
805577153,486170
404642461,48568
702199660,302377
624994038,409982
821444944,567031
67420640,677695
431454954,974087
946016173,388611
595840765,33087
36866179,864051
536503553,616042
132018667,18099
267058152,136028
9528511,600693
467042926,616258
394783941,677595
418018520,202551
143218386,826881
90058736,589591
13191098,447110
557566016,870864
341709474,212586
18571278,697157
33706661,193547
909061342,926665
718374411,469085
872827019,222567
738990072,179964
206120335,583306
547505913,786534
195473210,937429
425462892,102692
786200276,447110
469699889,206392
356481671,503525
343419244,12603
326586686,707485
808131207,110360
333637334,383480
804434087,62321
292940267,552529
497632089,40573
22027054,903823
343419244,5994
822604704,700125
221592334,698698
174963935,947123
565813798,610789
572138294,278681
696306138,899661
761841855,648798
204169456,760824
260061584,544142
830255991,180722
131583537,987146
836240183,156678
318008297,655255
186627959,926665
951217618,695672
119094960,896557
671014024,999831
52316960,724925
770360044,102692
198243503,251856
628442178,675003
532794809,907650
29939396,242679
846306265,41506
470936516,574271
826807333,248465
412138893,888005
767633186,993000
281419185,723448
52414325,713190
415631544,153714
694953747,991827
782065451,741152
787533627,695259
238682105,655388
391497208,92041
170709164,631514
657303653,30718
250118323,72485
572138294,138729
114059489,607552
891926063,57225
695039356,266314
205443768,667966
17033082,76970
646848213,910468
326586686,547959
929729673,873822
582297460,39173
940013486,426974
872960296,248465
499155662,524392
887268418,383497
547505913,425780
485435183,472476
723182179,328404
696306138,811403
400497306,797479
175484169,321217
214798746,593974
87168267,886141
862162017,816311
782065451,444509
341711878,52175
222864803,437237
882570229,686457
779183468,757749
410888506,640874
413472726,785232
862162017,792743
242009019,45175
584156149,476894
808131207,538074
546113362,725369
802526973,773020
297091032,51394
36866179,128423
518039834,930565
875981144,715691
527735984,819829
29721286,278794
439112859,76970
75823893,792664
499155662,937416
818150782,57799
331411151,570737
331411151,713293
290053458,588186
710325049,647627
90484792,819829
672728928,772539
121748805,680060
28275413,25448
16196251,655388
623814433,44526
85622000,51531
779174088,683936
555061415,626368
36866179,92400
547505913,434566
417060641,444509
783748427,179524
3378681,439354
76118326,12603
666100105,655388
553876470,77596
968036537,993827
688717950,910468
131583537,754653
791399525,561834
146427570,518267
882032280,974087
822604704,426049
916039132,785266
602475020,388611
611143378,272302
252546942,156597
489301083,278339
348834180,220984
687937957,720657
518039834,463508
782065451,272302
331766809,933537
3378681,475075
125668070,347864
776852977,567031
538688906,179964
696306138,610812
557566016,890790
437005802,724313
606567450,842232
75823893,903823
54544997,627208
751656566,974087
992682901,205819
100464489,232000
361236181,220075
720859786,100920
154562615,611022
453913736,23122
425462892,432996
637411490,993000
410888506,657776
933303757,626368
902197364,687680
707985283,547959
